id,year_month,healthboard,department_type,attendance_greater8hrs,attendance_greater12hrs,diff_between_target_met_agg,diff_between_target_met_ep
7863,2013 Oct,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
7864,2013 Oct,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
7865,2013 Oct,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
7866,2013 Oct,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
7867,2013 Oct,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
7868,2013 Oct,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
7869,2013 Oct,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
7870,2013 Oct,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
7871,2013 Oct,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
7872,2013 Oct,NHS Tayside,Minor Injury Unit or Other,0,0,2,2
7873,2013 Oct,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
7874,2013 Oct,NHS Western Isles,Minor Injury Unit or Other,NA,NA,0,NA
7875,2013 Oct,NHS Western Isles,Emergency Department,0,0,6,6
7876,2013 Oct,NHS Western Isles,Minor Injury Unit or Other,NA,NA,0,NA
7877,2013 Nov,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
7878,2013 Nov,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
7879,2013 Nov,NHS Ayrshire and Arran,Emergency Department,28,10,383,383
7880,2013 Nov,NHS Ayrshire and Arran,Emergency Department,19,8,209,209
7881,2013 Nov,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
7882,2013 Nov,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
7883,2013 Nov,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
7884,2013 Nov,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
7885,2013 Nov,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
7886,2013 Nov,NHS Borders,Emergency Department,0,0,45,45
7887,2013 Nov,NHS Dumfries and Galloway,Minor Injury Unit or Other,NA,NA,0,NA
7888,2013 Nov,NHS Dumfries and Galloway,Minor Injury Unit or Other,NA,NA,0,NA
7889,2013 Nov,NHS Dumfries and Galloway,Minor Injury Unit or Other,NA,NA,0,NA
7890,2013 Nov,NHS Dumfries and Galloway,Minor Injury Unit or Other,0,0,0,0
7891,2013 Nov,NHS Dumfries and Galloway,Emergency Department,1,0,20,20
7892,2013 Nov,NHS Dumfries and Galloway,Emergency Department,2,0,132,132
7893,2013 Nov,NHS Fife,Emergency Department,2,0,43,43
7894,2013 Nov,NHS Fife,Minor Injury Unit or Other,NA,NA,0,NA
7895,2013 Nov,NHS Fife,Minor Injury Unit or Other,NA,NA,0,NA
7896,2013 Nov,NHS Fife,Minor Injury Unit or Other,0,0,1,1
7897,2013 Nov,NHS Forth Valley,Minor Injury Unit or Other,0,0,0,0
7898,2013 Nov,NHS Forth Valley,Emergency Department,17,0,285,285
7899,2013 Nov,NHS Grampian,Emergency Department,8,1,239,239
7900,2013 Nov,NHS Grampian,Emergency Department,0,0,24,24
7901,2013 Nov,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
7902,2013 Nov,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
7903,2013 Nov,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
7904,2013 Nov,NHS Grampian,Minor Injury Unit or Other,NA,NA,3,NA
7905,2013 Nov,NHS Grampian,Minor Injury Unit or Other,NA,NA,1,NA
7906,2013 Nov,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
7907,2013 Nov,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
7908,2013 Nov,NHS Grampian,Minor Injury Unit or Other,NA,NA,6,NA
7909,2013 Nov,NHS Grampian,Emergency Department,0,0,49,49
7910,2013 Nov,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
7911,2013 Nov,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
7912,2013 Nov,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
7913,2013 Nov,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
7914,2013 Nov,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
7915,2013 Nov,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
7916,2013 Nov,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,24,24
7917,2013 Nov,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,24,24
7918,2013 Nov,NHS Greater Glasgow and Clyde,Emergency Department,8,0,188,188
7919,2013 Nov,NHS Greater Glasgow and Clyde,Emergency Department,8,0,188,188
7920,2013 Nov,NHS Greater Glasgow and Clyde,Emergency Department,16,0,570,570
7921,2013 Nov,NHS Greater Glasgow and Clyde,Emergency Department,16,0,570,570
7922,2013 Nov,NHS Greater Glasgow and Clyde,Emergency Department,2,0,576,576
7923,2013 Nov,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,0,0
7924,2013 Nov,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,0,0
7925,2013 Nov,NHS Greater Glasgow and Clyde,Emergency Department,2,0,190,190
7926,2013 Nov,NHS Greater Glasgow and Clyde,Emergency Department,5,0,239,239
7927,2013 Nov,NHS Greater Glasgow and Clyde,Emergency Department,2,0,75,75
7928,2013 Nov,NHS Greater Glasgow and Clyde,Emergency Department,21,0,715,715
7929,2013 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,9,NA
7930,2013 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,1,NA
7931,2013 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,7,NA
7932,2013 Nov,NHS Highland,Emergency Department,1,1,8,8
7933,2013 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,18,NA
7934,2013 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
7935,2013 Nov,NHS Highland,Emergency Department,1,0,20,20
7936,2013 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
7937,2013 Nov,NHS Highland,Emergency Department,0,0,65,65
7938,2013 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
7939,2013 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
7940,2013 Nov,NHS Highland,Emergency Department,2,1,33,33
7941,2013 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
7942,2013 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
7943,2013 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
7944,2013 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
7945,2013 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,3,NA
7946,2013 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
7947,2013 Nov,NHS Highland,Minor Injury Unit or Other,NA,NA,3,NA
7948,2013 Nov,NHS Lanarkshire,Emergency Department,16,0,390,390
7949,2013 Nov,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
7950,2013 Nov,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
7951,2013 Nov,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
7952,2013 Nov,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
7953,2013 Nov,NHS Lanarkshire,Emergency Department,56,12,366,366
7954,2013 Nov,NHS Lanarkshire,Emergency Department,56,12,366,366
7955,2013 Nov,NHS Lanarkshire,Emergency Department,43,3,369,369
7956,2013 Nov,NHS Lothian,Minor Injury Unit or Other,NA,NA,0,NA
7957,2013 Nov,NHS Lothian,Minor Injury Unit or Other,74,13,368,368
7958,2013 Nov,NHS Lothian,Emergency Department,1,0,100,100
7959,2013 Nov,NHS Lothian,Emergency Department,75,7,751,751
7960,2013 Nov,NHS Lothian,Emergency Department,0,0,38,38
7961,2013 Nov,NHS Orkney,Minor Injury Unit or Other,0,0,4,4
7962,2013 Nov,NHS Shetland,Emergency Department,0,0,4,4
7963,2013 Nov,NHS Tayside,Emergency Department,0,0,32,32
7964,2013 Nov,NHS Tayside,Emergency Department,0,0,32,32
7965,2013 Nov,NHS Tayside,Emergency Department,0,0,12,12
7966,2013 Nov,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
7967,2013 Nov,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
7968,2013 Nov,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
7969,2013 Nov,NHS Tayside,Minor Injury Unit or Other,0,0,1,1
7970,2013 Nov,NHS Tayside,Minor Injury Unit or Other,0,0,1,1
7971,2013 Nov,NHS Tayside,Minor Injury Unit or Other,0,0,1,1
7972,2013 Nov,NHS Tayside,Minor Injury Unit or Other,0,0,1,1
7973,2013 Nov,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
7974,2013 Nov,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
7975,2013 Nov,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
7976,2013 Nov,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
7977,2013 Nov,NHS Tayside,Minor Injury Unit or Other,0,0,1,1
7978,2013 Nov,NHS Western Isles,Minor Injury Unit or Other,NA,NA,0,NA
7979,2013 Nov,NHS Western Isles,Emergency Department,1,0,7,7
7980,2013 Nov,NHS Western Isles,Minor Injury Unit or Other,NA,NA,0,NA
7981,2013 Dec,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
7982,2013 Dec,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
7983,2013 Dec,NHS Ayrshire and Arran,Emergency Department,14,0,393,393
7984,2013 Dec,NHS Ayrshire and Arran,Emergency Department,11,0,252,252
7985,2013 Dec,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
7986,2013 Dec,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
7987,2013 Dec,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
7988,2013 Dec,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
7989,2013 Dec,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
7990,2013 Dec,NHS Borders,Emergency Department,0,0,47,47
7991,2013 Dec,NHS Dumfries and Galloway,Minor Injury Unit or Other,NA,NA,0,NA
7992,2013 Dec,NHS Dumfries and Galloway,Minor Injury Unit or Other,NA,NA,0,NA
7993,2013 Dec,NHS Dumfries and Galloway,Minor Injury Unit or Other,NA,NA,0,NA
7994,2013 Dec,NHS Dumfries and Galloway,Minor Injury Unit or Other,0,0,0,0
7995,2013 Dec,NHS Dumfries and Galloway,Emergency Department,2,0,23,23
7996,2013 Dec,NHS Dumfries and Galloway,Emergency Department,2,0,145,145
7997,2013 Dec,NHS Fife,Emergency Department,3,0,99,99
7998,2013 Dec,NHS Fife,Minor Injury Unit or Other,NA,NA,0,NA
7999,2013 Dec,NHS Fife,Minor Injury Unit or Other,NA,NA,0,NA
8000,2013 Dec,NHS Fife,Minor Injury Unit or Other,0,0,0,0
8001,2013 Dec,NHS Forth Valley,Minor Injury Unit or Other,0,0,0,0
8002,2013 Dec,NHS Forth Valley,Emergency Department,19,0,361,361
8003,2013 Dec,NHS Grampian,Emergency Department,26,1,529,529
8004,2013 Dec,NHS Grampian,Emergency Department,0,0,13,13
8005,2013 Dec,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8006,2013 Dec,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8007,2013 Dec,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8008,2013 Dec,NHS Grampian,Minor Injury Unit or Other,NA,NA,2,NA
8009,2013 Dec,NHS Grampian,Minor Injury Unit or Other,NA,NA,2,NA
8010,2013 Dec,NHS Grampian,Minor Injury Unit or Other,NA,NA,4,NA
8011,2013 Dec,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8012,2013 Dec,NHS Grampian,Minor Injury Unit or Other,NA,NA,3,NA
8013,2013 Dec,NHS Grampian,Emergency Department,2,0,69,69
8014,2013 Dec,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8015,2013 Dec,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8016,2013 Dec,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8017,2013 Dec,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8018,2013 Dec,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8019,2013 Dec,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8020,2013 Dec,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,29,29
8021,2013 Dec,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,29,29
8022,2013 Dec,NHS Greater Glasgow and Clyde,Emergency Department,1,0,153,153
8023,2013 Dec,NHS Greater Glasgow and Clyde,Emergency Department,1,0,153,153
8024,2013 Dec,NHS Greater Glasgow and Clyde,Emergency Department,21,0,629,629
8025,2013 Dec,NHS Greater Glasgow and Clyde,Emergency Department,21,0,629,629
8026,2013 Dec,NHS Greater Glasgow and Clyde,Emergency Department,10,0,795,795
8027,2013 Dec,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,1,1
8028,2013 Dec,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,0,0
8029,2013 Dec,NHS Greater Glasgow and Clyde,Emergency Department,31,7,501,501
8030,2013 Dec,NHS Greater Glasgow and Clyde,Emergency Department,6,0,251,251
8031,2013 Dec,NHS Greater Glasgow and Clyde,Emergency Department,1,0,76,76
8032,2013 Dec,NHS Greater Glasgow and Clyde,Emergency Department,88,0,887,887
8033,2013 Dec,NHS Highland,Minor Injury Unit or Other,NA,NA,7,NA
8034,2013 Dec,NHS Highland,Minor Injury Unit or Other,NA,NA,6,NA
8035,2013 Dec,NHS Highland,Minor Injury Unit or Other,NA,NA,22,NA
8036,2013 Dec,NHS Highland,Emergency Department,0,0,7,7
8037,2013 Dec,NHS Highland,Minor Injury Unit or Other,NA,NA,18,NA
8038,2013 Dec,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
8039,2013 Dec,NHS Highland,Emergency Department,3,1,43,43
8040,2013 Dec,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
8041,2013 Dec,NHS Highland,Emergency Department,1,0,126,126
8042,2013 Dec,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
8043,2013 Dec,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
8044,2013 Dec,NHS Highland,Emergency Department,1,0,30,30
8045,2013 Dec,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
8046,2013 Dec,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
8047,2013 Dec,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
8048,2013 Dec,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
8049,2013 Dec,NHS Highland,Minor Injury Unit or Other,NA,NA,6,NA
8050,2013 Dec,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
8051,2013 Dec,NHS Highland,Minor Injury Unit or Other,NA,NA,2,NA
8052,2013 Dec,NHS Lanarkshire,Emergency Department,6,0,466,466
8053,2013 Dec,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
8054,2013 Dec,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
8055,2013 Dec,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
8056,2013 Dec,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
8057,2013 Dec,NHS Lanarkshire,Emergency Department,38,11,321,321
8058,2013 Dec,NHS Lanarkshire,Emergency Department,38,11,321,321
8059,2013 Dec,NHS Lanarkshire,Emergency Department,30,5,350,350
8060,2013 Dec,NHS Lothian,Minor Injury Unit or Other,NA,NA,0,NA
8061,2013 Dec,NHS Lothian,Minor Injury Unit or Other,54,0,388,388
8062,2013 Dec,NHS Lothian,Emergency Department,8,0,216,216
8063,2013 Dec,NHS Lothian,Emergency Department,99,17,856,856
8064,2013 Dec,NHS Lothian,Emergency Department,2,0,63,63
8065,2013 Dec,NHS Orkney,Minor Injury Unit or Other,0,0,5,5
8066,2013 Dec,NHS Shetland,Emergency Department,0,0,10,10
8067,2013 Dec,NHS Tayside,Emergency Department,0,0,54,54
8068,2013 Dec,NHS Tayside,Emergency Department,0,0,54,54
8069,2013 Dec,NHS Tayside,Emergency Department,0,0,15,15
8070,2013 Dec,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8071,2013 Dec,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8072,2013 Dec,NHS Tayside,Minor Injury Unit or Other,0,0,1,1
8073,2013 Dec,NHS Tayside,Minor Injury Unit or Other,0,0,1,1
8074,2013 Dec,NHS Tayside,Minor Injury Unit or Other,0,0,1,1
8075,2013 Dec,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8076,2013 Dec,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8077,2013 Dec,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8078,2013 Dec,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8079,2013 Dec,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8080,2013 Dec,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8081,2013 Dec,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8082,2013 Dec,NHS Western Isles,Minor Injury Unit or Other,NA,NA,0,NA
8083,2013 Dec,NHS Western Isles,Emergency Department,1,0,10,10
8084,2013 Dec,NHS Western Isles,Minor Injury Unit or Other,NA,NA,0,NA
8085,2014 Jan,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
8086,2014 Jan,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
8087,2014 Jan,NHS Ayrshire and Arran,Emergency Department,52,10,593,593
8088,2014 Jan,NHS Ayrshire and Arran,Emergency Department,60,11,519,519
8089,2014 Jan,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
8090,2014 Jan,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
8091,2014 Jan,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
8092,2014 Jan,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
8093,2014 Jan,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
8094,2014 Jan,NHS Borders,Emergency Department,6,0,81,81
8095,2014 Jan,NHS Dumfries and Galloway,Minor Injury Unit or Other,NA,NA,0,NA
8096,2014 Jan,NHS Dumfries and Galloway,Minor Injury Unit or Other,NA,NA,0,NA
8097,2014 Jan,NHS Dumfries and Galloway,Minor Injury Unit or Other,NA,NA,0,NA
8098,2014 Jan,NHS Dumfries and Galloway,Minor Injury Unit or Other,0,0,0,0
8099,2014 Jan,NHS Dumfries and Galloway,Emergency Department,2,0,28,28
8100,2014 Jan,NHS Dumfries and Galloway,Emergency Department,1,0,139,139
8101,2014 Jan,NHS Fife,Emergency Department,8,0,181,181
8102,2014 Jan,NHS Fife,Minor Injury Unit or Other,NA,NA,0,NA
8103,2014 Jan,NHS Fife,Minor Injury Unit or Other,NA,NA,0,NA
8104,2014 Jan,NHS Fife,Minor Injury Unit or Other,0,0,0,0
8105,2014 Jan,NHS Forth Valley,Minor Injury Unit or Other,0,0,0,0
8106,2014 Jan,NHS Forth Valley,Emergency Department,42,0,396,396
8107,2014 Jan,NHS Grampian,Emergency Department,20,2,349,349
8108,2014 Jan,NHS Grampian,Emergency Department,0,0,20,20
8109,2014 Jan,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8110,2014 Jan,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8111,2014 Jan,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8112,2014 Jan,NHS Grampian,Minor Injury Unit or Other,NA,NA,1,NA
8113,2014 Jan,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8114,2014 Jan,NHS Grampian,Minor Injury Unit or Other,NA,NA,2,NA
8115,2014 Jan,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8116,2014 Jan,NHS Grampian,Minor Injury Unit or Other,NA,NA,10,NA
8117,2014 Jan,NHS Grampian,Emergency Department,15,2,123,123
8118,2014 Jan,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8119,2014 Jan,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8120,2014 Jan,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8121,2014 Jan,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8122,2014 Jan,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8123,2014 Jan,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
8124,2014 Jan,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,4,0,25,25
8125,2014 Jan,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,4,0,25,25
8126,2014 Jan,NHS Greater Glasgow and Clyde,Emergency Department,4,0,143,143
8127,2014 Jan,NHS Greater Glasgow and Clyde,Emergency Department,4,0,143,143
8128,2014 Jan,NHS Greater Glasgow and Clyde,Emergency Department,29,1,718,718
8129,2014 Jan,NHS Greater Glasgow and Clyde,Emergency Department,29,1,718,718
8130,2014 Jan,NHS Greater Glasgow and Clyde,Emergency Department,9,0,584,584
8131,2014 Jan,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,1,1
8132,2014 Jan,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,1,1
8133,2014 Jan,NHS Greater Glasgow and Clyde,Emergency Department,82,0,671,671
8134,2014 Jan,NHS Greater Glasgow and Clyde,Emergency Department,22,0,380,380
8135,2014 Jan,NHS Greater Glasgow and Clyde,Emergency Department,0,0,51,51
8136,2014 Jan,NHS Greater Glasgow and Clyde,Emergency Department,134,15,1047,1047
8137,2014 Jan,NHS Highland,Minor Injury Unit or Other,NA,NA,4,NA
8138,2014 Jan,NHS Highland,Minor Injury Unit or Other,NA,NA,1,NA
8139,2014 Jan,NHS Highland,Minor Injury Unit or Other,NA,NA,9,NA
8140,2014 Jan,NHS Highland,Emergency Department,0,0,15,15
8141,2014 Jan,NHS Highland,Minor Injury Unit or Other,NA,NA,17,NA
8142,2014 Jan,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
8143,2014 Jan,NHS Highland,Emergency Department,0,0,15,15
8144,2014 Jan,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
8145,2014 Jan,NHS Highland,Emergency Department,1,0,98,98
8146,2014 Jan,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
8147,2014 Jan,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
8148,2014 Jan,NHS Highland,Emergency Department,0,0,38,38
8149,2014 Jan,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
8150,2014 Jan,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
8151,2014 Jan,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
8152,2014 Jan,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
8153,2014 Jan,NHS Highland,Minor Injury Unit or Other,NA,NA,9,NA
8154,2014 Jan,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
8155,2014 Jan,NHS Highland,Minor Injury Unit or Other,NA,NA,3,NA
8156,2014 Jan,NHS Lanarkshire,Emergency Department,15,0,559,559
8157,2014 Jan,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
8158,2014 Jan,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
8159,2014 Jan,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
8160,2014 Jan,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
8161,2014 Jan,NHS Lanarkshire,Emergency Department,68,29,588,588
8162,2014 Jan,NHS Lanarkshire,Emergency Department,68,29,588,588
8163,2014 Jan,NHS Lanarkshire,Emergency Department,85,27,544,544
8164,2014 Jan,NHS Lothian,Minor Injury Unit or Other,NA,NA,0,NA
8165,2014 Jan,NHS Lothian,Minor Injury Unit or Other,114,33,591,591
8166,2014 Jan,NHS Lothian,Emergency Department,4,0,286,286
8167,2014 Jan,NHS Lothian,Emergency Department,165,16,1040,1040
8168,2014 Jan,NHS Lothian,Emergency Department,0,0,44,44
8169,2014 Jan,NHS Orkney,Emergency Department,1,0,10,10
8170,2014 Jan,NHS Shetland,Emergency Department,0,0,15,15
8171,2014 Jan,NHS Tayside,Emergency Department,0,0,45,45
8172,2014 Jan,NHS Tayside,Emergency Department,0,0,45,45
8173,2014 Jan,NHS Tayside,Emergency Department,0,0,29,29
8174,2014 Jan,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8175,2014 Jan,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8176,2014 Jan,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8177,2014 Jan,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8178,2014 Jan,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8179,2014 Jan,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8180,2014 Jan,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8181,2014 Jan,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8182,2014 Jan,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8183,2014 Jan,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8184,2014 Jan,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8185,2014 Jan,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
8186,2014 Jan,NHS Western Isles,Minor Injury Unit or Other,NA,NA,0,NA
8187,2014 Jan,NHS Western Isles,Emergency Department,1,0,8,8
8188,2014 Jan,NHS Western Isles,Minor Injury Unit or Other,NA,NA,0,NA
8189,2014 Feb,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
8190,2014 Feb,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
8191,2014 Feb,NHS Ayrshire and Arran,Emergency Department,21,0,402,402
8192,2014 Feb,NHS Ayrshire and Arran,Emergency Department,10,0,276,276
8193,2014 Feb,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
8194,2014 Feb,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
8195,2014 Feb,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
8196,2014 Feb,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
8197,2014 Feb,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
8198,2014 Feb,NHS Borders,Emergency Department,4,0,63,63
